Chemical Name,Measure Names,Measure Values
Dextromethorphan Hydrobromide,Total Actual Cost,27844.44
Dextromethorphan Hydrobrom Comp Prep's,Total Actual Cost,843.85
Dexpanthenol,Total Actual Cost,101321.33
Dexketoprofen,Total Actual Cost,22587.13
Dexibuprofen,Total Actual Cost,21493.30
Dexamfetamine Sulfate,Total Actual Cost,3683511.62
Dexamethasone Sodium Phosphate,Total Actual Cost,28972.00
Dexamethasone Sodium Metasulphobenzoate,Total Actual Cost,2328946.10
Dexamethasone Phosphate,Total Actual Cost,141684.18
Dexamethasone Isonicotinate,Total Actual Cost,5.99
Dexamethasone,Total Actual Cost,17184889.89
Dev For Adjunctive Tt Of Hypertension,Total Actual Cost,976.86
Desoximetasone,Total Actual Cost,25.26
Desogestrel,Total Actual Cost,14216875.66
Desmopressin Acetate,Total Actual Cost,10158518.62
Desloratadine,Total Actual Cost,815537.90
Desferrioxamine Mesilate,Total Actual Cost,32023.66
Dequalinium Chloride,Total Actual Cost,4863.91
Depigmenting Agents,Total Actual Cost,159358.89
Deodorants,Total Actual Cost,1572798.93
Denosumab,Total Actual Cost,5784467.76
Demeclocycline Hydrochloride,Total Actual Cost,870939.09
Degarelix,Total Actual Cost,1353691.16
Deflazacort,Total Actual Cost,77565.08
Deferiprone,Total Actual Cost,84321.81
Deferasirox,Total Actual Cost,457804.66
Dasatinib,Total Actual Cost,123995.57
Darunavir,Total Actual Cost,14957.40
Darifenacin Hydrobromide,Total Actual Cost,1629988.30
Darbepoetin Alfa,Total Actual Cost,2401639.57
Daptomycin,Total Actual Cost,64307.94
Dapsone,Total Actual Cost,1745741.02
Dapoxetine Hydrochloride,Total Actual Cost,129359.97
Dapagliflozin/Metformin,Total Actual Cost,288050.95
Dapagliflozin,Total Actual Cost,18722105.34
Dantrolene Sodium,Total Actual Cost,943844.60
Danazol,Total Actual Cost,117651.83
Danaparoid Sodium,Total Actual Cost,13537.90
Dalteparin Sodium,Total Actual Cost,14971543.67
Daclatasvir,Total Actual Cost,270.00
Dabigatran Etexilate,Total Actual Cost,21174748.12
Cyproterone Acetate,Total Actual Cost,962568.64
Cyproheptadine Hydrochloride,Total Actual Cost,31690.40
Cycloserine,Total Actual Cost,2228.21
Cyclophosphamide,Total Actual Cost,45613.22
Cyclopentolate Hydrochloride,Total Actual Cost,228148.88
Cyclopenthiazide,Total Actual Cost,161.20
Cycloidal Vibration Accessories,Total Actual Cost,91558.51
Cyclizine Lactate,Total Actual Cost,1396352.47
Cyclizine Hydrochloride,Total Actual Cost,4804833.48
Cyanocobalamin,Total Actual Cost,4906314.03
Crotamiton,Total Actual Cost,600878.16
Cortisone Acetate,Total Actual Cost,30946.84
Corticosteroids,Total Actual Cost,90.42
Contraceptive Devices,Total Actual Cost,435277.97
Compound Antispasmodic Preparations,Total Actual Cost,2374.64
Compound Alginates&Prop Indigestion Prep,Total Actual Cost,23405.18
Combined Mestranol,Total Actual Cost,5432.91
Combined Ethinylestradiol 35mcg,Total Actual Cost,4609696.32
Combined Ethinylestradiol 30mcg,Total Actual Cost,22678237.87
Combined Ethinylestradiol 20mcg,Total Actual Cost,4228706.71
Colostomy Sets,Total Actual Cost,2357.38
Colostomy Bags,Total Actual Cost,68048840.17
Colistin Sulfate,Total Actual Cost,3392.25
Colistimethate Sodium,Total Actual Cost,7076027.55
Colestyramine,Total Actual Cost,2660933.54
Colestipol Hydrochloride,Total Actual Cost,282985.70
Colestilan,Total Actual Cost,785.32
Colesevelam Hydrochloride,Total Actual Cost,3330039.36
Colecalciferol,Total Actual Cost,85428994.22
Colchicine,Total Actual Cost,5490595.98
Codeine Phosphate,Total Actual Cost,17996648.00
Cod Liver Oil,Total Actual Cost,93229.24
Cocois,Total Actual Cost,1150016.63
Cocaine Hydrochloride,Total Actual Cost,207.35
Cocaine,Total Actual Cost,40323.31
Coal Tar Bath Preparations,Total Actual Cost,3090.75
Coal Tar & Corticosteroid Preparations,Total Actual Cost,4609.46
Coal Tar,Total Actual Cost,3592429.92
Co-Zidocapt (Hydchloroth/Captopril),Total Actual Cost,99829.01
Co-Trimoxazole(Trimethoprim/Sulfamethox,Total Actual Cost,554261.51
Co-Triamterzide(Triamterene/Hydchloroth),Total Actual Cost,496.93
Co-Tenidone (Atenolol/Chlortalidone),Total Actual Cost,1352700.44
Co-Simalcite (Simeticone/Hydrotalcite),Total Actual Cost,7465.16
Co-Proxamol (Dextroprop HCl/Paracet),Total Actual Cost,3070055.84
Co-Phenotrope (Diphenox HCl/Atrop Sulph),Total Actual Cost,78966.87
Co-Magaldrox(Magnesium/Aluminium Hydrox),Total Actual Cost,322322.58
Co-Flumactone (Hydroflumeth/Spironol),Total Actual Cost,19426.32
Co-Fluampicil(Flucloxacillin/Ampicillin),Total Actual Cost,159254.01
Co-Dydramol (Dihydrocodeine/Paracet),Total Actual Cost,11446543.15
Co-Danthrusate (Dantron/Docusate Sod),Total Actual Cost,670318.83
Co-Danthramer (Dantron/Poloxamer 188),Total Actual Cost,1090026.06
Co-Cyprindiol (Cyprote Acet/Ethinlestr),Total Actual Cost,1300237.73
Co-Codaprin (Codeine Phos/Aspirin),Total Actual Cost,41697.89
Co-Codamol (Codeine Phos/Paracetamol),Total Actual Cost,90331755.41
Co-Careldopa (Carbidopa/Levodopa),Total Actual Cost,11845599.63
Co-Beneldopa (Benserazide/Levodopa),Total Actual Cost,4988837.22
Co-Amoxiclav (Amoxicillin/Clavul Acid),Total Actual Cost,7782624.42
Co-Amilozide (Amiloride HCl/Hydchloroth),Total Actual Cost,708086.72
Co-Amilofruse (Amiloride HCl/Frusemide),Total Actual Cost,2908046.09
Clozapine,Total Actual Cost,102830.25
Clotrimazole,Total Actual Cost,7522827.92
Cloral Betaine,Total Actual Cost,1034630.59
Clopidogrel,Total Actual Cost,15255513.07
Clonidine Hydrochloride,Total Actual Cost,4293616.01
Clonazepam,Total Actual Cost,4769228.56
Clomipramine Hydrochloride,Total Actual Cost,1518910.96
Clomifene Citrate,Total Actual Cost,102477.35
Clomethiazole Edisilate,Total Actual Cost,6167.88
Clomethiazole,Total Actual Cost,393209.61
Clofazimine,Total Actual Cost,6799.12
Clobetasone Butyrate,Total Actual Cost,3419560.64
Clobetasol Propionate,Total Actual Cost,5297869.31
Clobazam,Total Actual Cost,6622959.10
Clindamycin/Tretinoin,Total Actual Cost,158800.16
Clindamycin Phosphate,Total Actual Cost,1479291.26
Clindamycin Hydrochloride,Total Actual Cost,1855234.66
Clemastine Fumarate,Total Actual Cost,31130.37
Clarithromycin,Total Actual Cost,7602651.16
Citalopram Hydrochloride,Total Actual Cost,589565.49
Citalopram Hydrobromide,Total Actual Cost,16765651.50
Cisatracurium,Total Actual Cost,13.97
Ciprofloxacin/Dexameth,Total Actual Cost,1347.93
Ciprofloxacin,Total Actual Cost,2385230.07
Ciprofibrate,Total Actual Cost,5249586.44
Cinnarizine,Total Actual Cost,2055697.39
Cinchocaine Hydrochloride,Total Actual Cost,74.34
Cinacalcet Hydrochloride,Total Actual Cost,6331909.66
Cimetidine,Total Actual Cost,535471.20
Cilostazol,Total Actual Cost,622201.02
Cilazapril,Total Actual Cost,194106.89
Ciclosporin,Total Actual Cost,9141087.71
Ciclesonide,Total Actual Cost,1342032.96
Chorionic Gonadotrophin Alfa,Total Actual Cost,23052.64
Chorionic Gonadotrophin,Total Actual Cost,26037.57
Choline Salicylate,Total Actual Cost,100071.62
Cholesterol,Total Actual Cost,1475.83
Cholera,Total Actual Cost,144633.90
Chlortalidone,Total Actual Cost,594858.07
Chlorprothixene,Total Actual Cost,160.75
Chlorpropamide,Total Actual Cost,3845.84
Chlorpromazine Hydrochloride,Total Actual Cost,1234806.32
Chlorphenamine Maleate,Total Actual Cost,2531357.75
Chloroxylenol,Total Actual Cost,1744.40
Chlorothiazide,Total Actual Cost,389740.61
Chloroquine Sulfate,Total Actual Cost,86.71
Chloroquine Phosphate with Proguanil HCl,Total Actual Cost,2173.11
Chloroquine Phosphate,Total Actual Cost,19379.10
Chloroprocaine Hydrochloride,Total Actual Cost,242.97
Chlorhexidine Gluconate,Total Actual Cost,2392894.47
Chlorhexidine Acetate,Total Actual Cost,68059.93
Chlorhex HCl,Total Actual Cost,240.66
Chlordiazepoxide Hydrochloride,Total Actual Cost,610090.45
Chloramphenicol,Total Actual Cost,3142131.23
Chlorambucil,Total Actual Cost,5960.74
Chloral Hydrate,Total Actual Cost,1515652.80
Chlohexidine Gluconate (Emollient),Total Actual Cost,48237.76
Chiropody Appliances,Total Actual Cost,35411.97
Chenodeoxycholic Acid,Total Actual Cost,33359.50
Charcoal,Total Actual Cost,8475.34
Cetylpyridinium Chloride,Total Actual Cost,3232.30
Cetrorelix,Total Actual Cost,4962.21
Cetrimide,Total Actual Cost,110822.34
Cetomacrogol,Total Actual Cost,438233.30
Cetirizine Hydrochloride,Total Actual Cost,7412586.07
Cervical Collar,Total Actual Cost,2848.77
Certolizumab Pegol,Total Actual Cost,173269.45
Cellulose Wadding BP 1988,Total Actual Cost,55.02
Celiprolol Hydrochloride,Total Actual Cost,1069078.86
Celecoxib,Total Actual Cost,2859013.04
Cefuroxime Sodium,Total Actual Cost,19639.81
Cefuroxime Axetil,Total Actual Cost,181119.01
Ceftriaxone Sodium,Total Actual Cost,196968.46
Ceftazidime Pentahydrate,Total Actual Cost,23178.43
Cefradine,Total Actual Cost,218884.32
Cefoxitin Sodium,Total Actual Cost,238.37
Cefotaxime Sodium,Total Actual Cost,1053.05
Cefixime,Total Actual Cost,80901.01
Cefalexin,Total Actual Cost,1659535.88
Cefadroxil,Total Actual Cost,196112.07
Cefaclor,Total Actual Cost,217950.09
Catheters,Total Actual Cost,97156727.89
Catheter Valves,Total Actual Cost,1586692.57
Catheter Maintenance Products,Total Actual Cost,5448712.09
Castor Oil,Total Actual Cost,458.78
Caspofungin,Total Actual Cost,37574.23
Carvedilol,Total Actual Cost,1365325.94
Carteolol Hydrochloride,Total Actual Cost,451662.87
Carmellose Sodium,Total Actual Cost,6049766.76
Carglumic Acid,Total Actual Cost,275.98
Carbomer 974P,Total Actual Cost,109376.90
Carbomer 940/980,Total Actual Cost,6207384.06
Carbomer,Total Actual Cost,29358.95
Carbocisteine,Total Actual Cost,28410733.53
Carbimazole,Total Actual Cost,28623516.06
Carbamazepine,Total Actual Cost,20249260.56
Captopril,Total Actual Cost,1688438.88
Capsaicin,Total Actual Cost,4510496.11
Capreomycin,Total Actual Cost,26.47
Capecitabine,Total Actual Cost,1286.23
Cannabis,Total Actual Cost,723126.93
Candesartan Cilexetil,Total Actual Cost,17313344.27
Canagliflozin/Metformin,Total Actual Cost,58021.48
Canagliflozin,Total Actual Cost,5422048.41
Camellia Sinensis Extract,Total Actual Cost,108.22
Calcium Polystyrene Sulfonate,Total Actual Cost,298408.53
Calcium Lactate,Total Actual Cost,16820.55
Calcium Gluconate,Total Actual Cost,67550.39
Calcium Carbonate & Simeticone,Total Actual Cost,38.04
Calcium Carbonate,Total Actual Cost,3052175.41
Calcium Acetate/Magnesium Carbonate,Total Actual Cost,103499.05
Calcium Acetate,Total Actual Cost,516238.75
Calcitriol,Total Actual Cost,1071008.01
Calcitonin (salmon),Total Actual Cost,26165.10
Calcipotriol,Total Actual Cost,42226862.28
Calc Folinate,Total Actual Cost,451600.37
Calamine,Total Actual Cost,151361.86
Caffeine Citrate,Total Actual Cost,19469.26
Caffeine,Total Actual Cost,176.00
Cabergoline,Total Actual Cost,3385028.41
C1-Esterase Inhibitor,Total Actual Cost,354365.54
Butobarbital,Total Actual Cost,97256.87
Busulfan,Total Actual Cost,1333.21
Buspirone Hydrochloride,Total Actual Cost,1807783.36
Buserelin,Total Actual Cost,15856.68
Bupropion Hydrochloride,Total Actual Cost,750063.45
Buprenorphine Hydrochloride,Total Actual Cost,7711619.65
Buprenorphine,Total Actual Cost,58199200.36
Buprenorph HCl/Naloxone HCl,Total Actual Cost,1703200.09
Bupivacaine Hydrochloride,Total Actual Cost,46365.01
Bumetanide/Potassium,Total Actual Cost,6.59
Bumetanide,Total Actual Cost,3550039.19
Budesonide,Total Actual Cost,181178999.15
Brompheniramine Maleate,Total Actual Cost,1999.14
Bromocriptine,Total Actual Cost,1583037.74
Bromfenac,Total Actual Cost,76218.30
Bromazepam,Total Actual Cost,209.09
Brinzolamide/Brimonidine,Total Actual Cost,461779.72
Brinzolamide & Timolol,Total Actual Cost,3897743.37
Brinzolamide,Total Actual Cost,8632611.94
Brimonidine Tartrate,Total Actual Cost,1405216.84
Brimonidine Tart (Rosacea),Total Actual Cost,307153.59
Bowel Cleansing Solutions,Total Actual Cost,104243.88
Botulinum Toxin Type A,Total Actual Cost,34027.11
Bosentan,Total Actual Cost,51409.56
Boric Acid,Total Actual Cost,7276.22
Boceprevir,Total Actual Cost,12947.49
Bleomycin,Total Actual Cost,70.63
Bisoprolol Fumarate/Aspirin,Total Actual Cost,425.35
Bisoprolol Fumarate,Total Actual Cost,24638932.80
Bismuth Subgallate,Total Actual Cost,1046.54
Bisacodyl,Total Actual Cost,2951948.04
Biphasic Isophane Insulin,Total Actual Cost,21896976.13
Biphasic Insulin Lispro,Total Actual Cost,19895817.60
Biphasic Insulin Aspart,Total Actual Cost,47303081.20
Biperiden Hydrochloride,Total Actual Cost,18.55
Bimatoprost,Total Actual Cost,17611401.00
Bilastine,Total Actual Cost,13628.92
Bifonazole,Total Actual Cost,600.42
Bicalutamide,Total Actual Cost,1261213.20
Bezafibrate,Total Actual Cost,3925509.69
Bethanechol Chloride,Total Actual Cost,15128.31
Betaxolol,Total Actual Cost,202869.89
Betamethasone Valerate,Total Actual Cost,21703745.53
Betamethasone Sodium Phosphate,Total Actual Cost,1534930.83
Betamethasone Esters,Total Actual Cost,2873694.72
Betamethasone,Total Actual Cost,12.06
Betaine Anhydrous,Total Actual Cost,155482.29
Betahistine Hydrochloride,Total Actual Cost,3057191.98
Betacarotene,Total Actual Cost,9163.04
Benzylpenicillin Sodium (Penicillin G),Total Actual Cost,7620.24
Benzyl Benzoate,Total Actual Cost,27106.28
Benzydamine Hydrochloride,Total Actual Cost,3929179.23
Benzoyl Peroxide & Clindamycin Phosphate,Total Actual Cost,9128364.85
Benzoyl Peroxide,Total Actual Cost,664708.92
Benzoin,Total Actual Cost,1490.75
Benzoic Acid,Total Actual Cost,5255.32
Benzocaine,Total Actual Cost,38972.27
Benzbromarone,Total Actual Cost,21918.84
Benzatropine Mesilate,Total Actual Cost,22857.23
Benzalkonium Chloride,Total Actual Cost,351521.99
Benperidol,Total Actual Cost,295038.84
Bendroflumethiazide,Total Actual Cost,13973809.15
Belts,Total Actual Cost,2695990.51
Beclometasone Dipropionate (Systemic),Total Actual Cost,149898.68
Beclometasone Dipropionate,Total Actual Cost,133772972.85
Bambuterol Hydrochloride,Total Actual Cost,82262.04
Balsalazide Sodium,Total Actual Cost,2300522.99
Bag Covers,Total Actual Cost,283571.12
Bag Closures,Total Actual Cost,82905.21
Bacterial Decolonisation Products,Total Actual Cost,7030.63
Baclofen,Total Actual Cost,5993784.93
Bacillus Calmette-Guerin (B.C.G.),Total Actual Cost,794.28
Aztreonam,Total Actual Cost,54454.14
Azithromycin,Total Actual Cost,7970930.15
Azilsartan Medoxomil,Total Actual Cost,11915.50
Azelastine Hydrochloride,Total Actual Cost,972710.02
Azelaic Acid,Total Actual Cost,549065.26
Azathioprine,Total Actual Cost,4296067.62
Axitinib,Total Actual Cost,3246.08
Avanafil,Total Actual Cost,106724.17
Auranofin,Total Actual Cost,1146.52
Atropine Sulfate,Total Actual Cost,1067740.49
Atovaquone,Total Actual Cost,205159.66
Atorvastatin,Total Actual Cost,50348467.07
Atomoxetine Hydrochloride,Total Actual Cost,7239891.09
Atenolol With Calcium Channel Blocker,Total Actual Cost,492138.98
Atenolol,Total Actual Cost,10106591.04
Atazanavir,Total Actual Cost,992.83
Aspirin Combined Preparations,Total Actual Cost,6258.23
Aspirin & Papaveretum,Total Actual Cost,30.03
Aspirin & Caffeine,Total Actual Cost,566.43
Aspirin,Total Actual Cost,26017113.54
Asenapine,Total Actual Cost,96597.60
Ascorbic Acid,Total Actual Cost,4627743.44
Artificial Saliva,Total Actual Cost,1489262.51
Artemether with Lumefantrine,Total Actual Cost,241.63
Arm Sling/Bandages,Total Actual Cost,20143200.10
Aripiprazole,Total Actual Cost,50672828.38
Arachis Oil,Total Actual Cost,95732.74
Aprepitant,Total Actual Cost,52531.74
Apremilast,Total Actual Cost,3813.90
Apraclonidine,Total Actual Cost,1256640.84
Apomorphine Hydrochloride,Total Actual Cost,6804084.68
Apixaban,Total Actual Cost,34213442.04
Anti-D (Rh-) Immunoglobulin,Total Actual Cost,446.34
Antazoline,Total Actual Cost,56839.73
Anastrozole,Total Actual Cost,2458286.65
Analgesics with Anti-Emetics,Total Actual Cost,1837631.73
Anal Plugs,Total Actual Cost,393619.74
Anal Irrigation System,Total Actual Cost,10873203.05
Anakinra,Total Actual Cost,1376.93
Anagrelide Hydrochloride,Total Actual Cost,620270.48
Amylmetacresol,Total Actual Cost,10328.33
Ampicillin,Total Actual Cost,46727.97
Amphotericin,Total Actual Cost,18284.59
Amphoteracin,Total Actual Cost,312.63
Amoxicillin Sodium,Total Actual Cost,5528.53
Amoxicillin,Total Actual Cost,14019896.28
Amoxapine,Total Actual Cost,2193.51
Amorolfine Hydrochloride,Total Actual Cost,1823760.97
Amobarbital Sodium,Total Actual Cost,171468.32
Amobarbital,Total Actual Cost,4.87
Ammonium Chloride/Diphenhydramine HCl,Total Actual Cost,2.37
Ammonium Bicarbonate,Total Actual Cost,1644.15
Amlodipine,Total Actual Cost,30045257.01
Amitriptyline Hydrochloride,Total Actual Cost,21595232.16
Amisulpride,Total Actual Cost,2802555.66
Amiodarone Hydrochloride,Total Actual Cost,1092305.09
Aminosalicylic Acid,Total Actual Cost,19663.84
Aminophylline Hydrate,Total Actual Cost,892245.16
Aminophylline,Total Actual Cost,7751.15
Amiloride Hydrochloride With Thiazides,Total Actual Cost,97757.50
Amiloride Hydrochloride,Total Actual Cost,2598946.24
Amiloride HCl With Loop Diuretics,Total Actual Cost,460484.64
Amikacin,Total Actual Cost,99801.89
Ambrisentan,Total Actual Cost,14163.62
Amantadine Hydrochloride,Total Actual Cost,4300939.47
Alverine Citrate,Total Actual Cost,5831829.67
Aluminium Sulfate,Total Actual Cost,18.70
Aluminium Oxide,Total Actual Cost,5031.64
Aluminium Hydroxide,Total Actual Cost,86353.73
Aluminium Chloride,Total Actual Cost,285067.23
Aluminium Acetate,Total Actual Cost,28379.55
Aluminium & Magnesium & Oxetacaine,Total Actual Cost,120520.82
Aluminium & Magnesium & Act Simeticone,Total Actual Cost,80415.43
Alteplase,Total Actual Cost,21998.18
Alprostadil,Total Actual Cost,5130985.24
Alprazolam,Total Actual Cost,25.41
Alogliptin/Metformin,Total Actual Cost,278580.92
Alogliptin,Total Actual Cost,2477617.97
Almotriptan,Total Actual Cost,1193036.51
Allopurinol,Total Actual Cost,8625713.60
Alkyl Sulphate,Total Actual Cost,177604.01
Alkyl Sulfate,Total Actual Cost,9696.74
Alitretinoin,Total Actual Cost,183686.14
Aliskiren,Total Actual Cost,1022070.22
Alimemazine Tartrate,Total Actual Cost,3733738.38
Alginic Acid Compound Preparations,Total Actual Cost,24567058.38
Alfuzosin Hydrochloride,Total Actual Cost,6833825.85
Alfentanil Hydrochloride,Total Actual Cost,340536.90
Alfacalcidol,Total Actual Cost,4386291.91
Alendronic Acid & Colecalciferol,Total Actual Cost,360709.10
Alendronic Acid,Total Actual Cost,8987606.83
Alcohol,Total Actual Cost,14345.91
Alclometasone Dipropionate,Total Actual Cost,76248.82
Albendazole,Total Actual Cost,26480.96
Agomelatine,Total Actual Cost,769862.15
Adrenaline,Total Actual Cost,14015243.99
Adhesive Removers (Sprays/Liquids/Wipes),Total Actual Cost,13954660.19
Adhesive Dressing Remover Ster Silicone,Total Actual Cost,81257.91
Adhesive Discs/Rings/Pads/Plasters,Total Actual Cost,6411467.71
Adhesive (Pastes/Sprays/Solutions),Total Actual Cost,67930.17
Adefovir Dipivoxil,Total Actual Cost,89653.38
Adapalene & Benzoyl Peroxide,Total Actual Cost,2867516.94
Adapalene,Total Actual Cost,2527346.33
Adalimumab,Total Actual Cost,1069706.57
Acrivastine,Total Actual Cost,1082112.87
Acne Treatment,Total Actual Cost,5716.63
Aclidinium Bromide,Total Actual Cost,7492802.91
Aclidinium Brom/Formoterol,Total Actual Cost,377979.18
Acitretin,Total Actual Cost,318522.44
Acipimox,Total Actual Cost,108569.08
Aciclovir Sodium,Total Actual Cost,314.27
